,a,datetime,forecast,goals,h,id,isResult,xG
369,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",12012,False,"{'h': None, 'a': None}"
370,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",12013,False,"{'h': None, 'a': None}"
371,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",12014,False,"{'h': None, 'a': None}"
372,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",12015,False,"{'h': None, 'a': None}"
373,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",12016,False,"{'h': None, 'a': None}"
374,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",12017,False,"{'h': None, 'a': None}"
375,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",12018,False,"{'h': None, 'a': None}"
376,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",12019,False,"{'h': None, 'a': None}"
377,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",12020,False,"{'h': None, 'a': None}"
378,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",12021,False,"{'h': None, 'a': None}"
379,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",2020-05-17 14:00:00,,"{'h': None, 'a': None}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",12022,False,"{'h': None, 'a': None}"
